ID,RA[hr],Dec[deg],ID_Simbad,ID_MWSC,ID_WEBDA,ID_Piskunov,ID_Kharchenko,ID_Salaris,ID_vandenBergh,ID_Cantat-Gaudin,ID_Lynga,dist[pc],err_dist[pc],N_dist[pc],age[Myr],err_age[Myr],N_age[Myr],[Fe/H],err_[Fe/H],N_[Fe/H],mass[Msun],err_mass[Msun],N_mass[Msun],rgc[pc],err_rgc[pc],N_rgc[pc],rhm[pc],err_rhm[pc],N_rhm[pc],Av[mag],err_Av[mag],N_Av[mag]
[KPS2012]_MWSC_2432,16 38 04.000,-57 05 42.000,[KPS2012]_MWSC_2432,FSR_1718,,,FSR_1718,,,,,2466.0,0.0,2.0,3162.2776601683795,0.0,2.0,,,,12.5,0.0,2.0,,,,1.7898612760935884,0.0,1.0,0.4,0.0,1.0
[KPR2005]_55,09 54 00.000,-57 04 36.000,[KPR2005]_55,ASCC_55,ASCC_55,ASCC_55,ASCC_55,,,,,1035.0,32.5,4.0,213.4912198448337,59.190301736191984,4.0,,,,208.5073858128398,55.36635872086834,4.0,,,,2.5464005783599504,0.0,1.0,0.6272000000000001,0.015676734353812307,3.0
[DBS2003]_125,09 59 24.000,-57 04 12.000,[DBS2003]_125,DBSB_125,,,DBSB_125,,,,,2817.0,0.0,2.0,239.88329190194946,0.0,2.0,,,,21.0,0.0,2.0,,,,1.2732002891799752,0.0,1.0,2.4992,0.0,1.0
IC_2488,09 27 25.680,-57 00 14.400,IC_2488,IC_2488,IC_2488,IC_2488,IC_2488,,IC_2488,IC_2488,IC_2488,1169.4666666666667,30.924519817224745,6.0,226.04534746628912,64.10177932388312,4.0,0.1,0.0,1.0,298.11364157724626,119.73943810641259,7.0,8265.0,0.0,1.0,3.605879192845823,1.1930996719763314,1.0,0.7136,0.01961042806490695,3.0
[KPS2012]_MWSC_2296,15 28 26.000,-56 59 48.000,[KPS2012]_MWSC_2296,FSR_1701,,,FSR_1701,,,,,1505.0,0.0,2.0,251.1886431509582,0.0,2.0,,,,21.5,0.0,2.0,,,,0.5351131650176707,0.0,1.0,3.5968000000000004,0.0,1.0
Cl_Turner_7,14 32 15.000,-56 53 42.000,Cl_Turner_7,Turner_7,,,Turner_7,,,,,6955.0,0.0,2.0,1000.0,0.0,2.0,,,,110.5,0.0,2.0,,,,5.369583828280765,0.0,1.0,3.8656,0.0,1.0
ESO_175-6,14 18 47.000,-56 53 24.000,ESO_175-6,ESO_175-06,ESO_175-06,ESO_175-06,ESO_175-06,,,,,568.0,9.0,4.0,300.73037791512263,84.33077616388157,4.0,,,,38.413789156932836,12.3879551445252,4.0,,,,0.6458262336420164,0.0,1.0,0.6261333333333334,0.011322085922197822,3.0
C_1602-567,16 06 20.000,-56 52 00.000,C_1602-567,Ruprecht_114,,,Ruprecht_114,,,,Ruprecht_114,2088.0,0.0,2.0,794.3282347242822,0.0,2.0,,,,28.666666666666668,1.4969103983674978,3.0,,,,1.9190265228219916,0.0,1.0,2.0,0.0,1.0
[KPR2005]_61,10 46 10.000,-56 50 24.000,[KPR2005]_61,ASCC_61,ASCC_61,ASCC_61,ASCC_61,,,,,1701.0,0.5,4.0,47.90932205386076,14.738790086428777,4.0,,,,1676.9654351681868,1405.6740044091976,4.0,,,,1.5130786045327242,0.0,1.0,0.7285333333333334,0.006096507804260378,3.0
[KPS2012]_MWSC_1935,11 20 22.000,-56 49 00.000,[KPS2012]_MWSC_1935,FSR_1569,,,FSR_1569,,,,,3336.0,0.0,2.0,1584.8931924611109,0.0,2.0,,,,13.0,0.0,2.0,,,,1.568435138844897,0.0,1.0,1.3312,0.0,1.0
[KPS2012]_MWSC_2008,12 13 52.000,-56 47 06.000,[KPS2012]_MWSC_2008,FSR_1602,,,FSR_1602,,,,,3330.0,0.0,2.0,1258.9254117941662,0.0,2.0,,,,34.0,0.0,2.0,,,,3.007705030961391,0.0,1.0,1.8656,0.0,1.0
[KPR2004b]_246,10 29 19.000,-56 46 48.000,[KPR2004b]_246,Loden_89,,Loden_89,Loden_89,,,,,544.0,66.95271963607354,3.0,231.39112855347184,26.017579498314465,3.0,,,,48.521043952299515,5.2900454609284635,3.0,,,,1.0517741519312838,0.0,1.0,0.16000000000000003,0.0,2.0
Cl_Loden_112,10 32 20.000,-56 41 42.000,Cl_Loden_112,Loden_112,Loden_112,Loden_112,Loden_112,,,,Loden_112,2465.0,17.5,4.0,8.580081295169322,0.4676771859375429,4.0,,,,751.2726358437374,608.181930537419,4.0,,,,5.129705512928016,0.0,1.0,2.1237333333333335,0.16634757008767545,3.0
[DBS2003]_93,15 18 52.000,-56 39 36.000,[DBS2003]_93,DBSB_93,,,DBSB_93,,,,,2049.0,0.0,2.0,158.4893192461111,0.0,2.0,,,,40.0,0.0,2.0,,,,2.324974441111259,0.0,1.0,4.396800000000001,0.0,1.0
Cl_Lynga_5,15 41 50.880,-56 40 48.000,Cl_Lynga_5,Lynga_5,,,Lynga_5,,,Lynga_5,Lynga_5,2166.4666666666667,337.59411966091716,3.0,944.0608762859226,0.0,2.0,,,,95.625,26.78115883881801,4.0,6143.2,0.0,1.0,2.199710929669185,0.16216786765018987,1.0,2.7968000000000006,0.0,1.0
[FSR2007]_1521,09 55 24.480,-56 36 18.000,[FSR2007]_1521,FSR_1521,,,FSR_1521,,,FSR_1521,,2447.4333333333334,774.3925739045529,3.0,506.99070827470445,0.0,2.0,,,,70.83333333333333,11.56703489647612,3.0,8676.9,0.0,1.0,1.9123266647218993,0.36234370398106,1.0,1.2000000000000002,0.0,1.0
NGC_5662,14 34 56.160,-56 38 24.000,NGC_5662,NGC_5662,NGC_5662,NGC_5662,NGC_5662,,NGC_5662,NGC_5662,NGC_5662,669.8666666666667,18.33525242480948,6.0,98.28902711399925,33.82841115933825,5.0,,,,159.060582901827,35.197909214342005,7.0,7804.4,0.0,1.0,2.0959991862049154,0.623146100822761,1.0,1.0624,0.05618002808432513,3.0
Cl_Loden_27,10 11 02.000,-56 35 12.000,Cl_Loden_27,Loden_27,,,Loden_27,,,,Loden_27,2628.0,0.0,2.0,3.9810717055349696,0.0,2.0,,,,37.5,10.206207261596576,3.0,,,,1.4392698921164937,0.0,1.0,2.9984,0.0,1.0
C_0942-563,09 43 48.480,-56 34 26.400,C_0942-563,vdBergh-Hagen_78,,,vdBergh-Hagen_78,,,vdBergh-Hagen_78,vdBergh-Hagen_78,8367.133333333333,1139.7203607643153,3.0,398.10717055349687,0.0,2.0,,,,17.875,3.1985103954809966,4.0,9259.9,0.0,1.0,1.6171330908188009,0.984624021853322,1.0,3.9968000000000004,0.0,1.0
[KPS2012]_MWSC_2274,15 06 42.000,-56 31 00.000,[KPS2012]_MWSC_2274,FSR_1697,,,FSR_1697,,,,,912.0,0.0,2.0,114.81536214968841,0.0,2.0,,,,64.0,0.0,2.0,,,,0.7011827679541893,0.0,1.0,2.0,0.0,1.0
NGC_5999,15 52 11.040,-56 28 55.200,NGC_5999,NGC_5999,NGC_5999,,NGC_5999,,NGC_5999,NGC_5999,NGC_5999,2034.22,193.44855316078224,5.0,268.2714470356646,106.01042433458763,3.0,,,,41.8,16.088256586715662,5.0,6211.1,0.0,1.0,1.0950858522016331,0.16979440744723262,1.0,1.4192000000000005,0.01470782104868006,2.0
C_0931-561,09 30 59.000,-56 25 48.000,C_0931-561,Basel_20,,,Basel_20,,Basel_20,,Basel_20,2163.5,509.8619298398342,4.0,31.622776601683793,0.0,2.0,,,,85.5,0.0,2.0,,,,1.7861870277689793,1.1588129722310203,1.0,2.0,0.0,1.0
C_1225-561,12 28 26.000,-56 25 48.000,C_1225-561,Ruprecht_165,,,Ruprecht_165,,,,Ruprecht_165,2082.0,0.0,2.0,1303.1667784523002,0.0,2.0,,,,17.5,0.0,3.0,,,,0.7934436584744774,0.0,1.0,2.064,0.0,1.0
NGC_3033,09 48 34.800,-56 24 54.000,NGC_3033,NGC_3033,NGC_3033,NGC_3033,NGC_3033,,NGC_3033,NGC_3033,NGC_3033,1098.1571428571428,108.01789696221613,7.0,331.3120641929002,72.4024012024794,5.0,,,,49.616031230387044,12.175207629359162,6.0,8232.8,0.0,1.0,12.772121931511908,20.35788046595888,1.0,1.0538666666666667,0.003140181641361044,3.0
Cl_VDBH_92,10 19 06.960,-56 25 30.000,Cl_VDBH_92,vdBergh-Hagen_92,,,vdBergh-Hagen_92,,,vdBergh-Hagen_92,vdBergh-Hagen_92,1654.9333333333334,304.4987915806467,3.0,812.8305161640994,0.0,2.0,,,,51.75,18.78871004087295,4.0,8143.7,0.0,1.0,0.8922399153868708,0.4732212643133927,1.0,0.5984,0.0,1.0
Cl_Loden_189,10 50 28.000,-56 25 12.000,Cl_Loden_189,Loden_189,Loden_189,Loden_189,Loden_189,,,,,769.5,24.75,4.0,160.1508191078322,81.8258186917169,4.0,0.202,0.0,1.0,147.2634083240925,37.25282530440434,5.0,,,,1.383913357804321,0.0,1.0,0.3882666666666667,0.022644171844395617,3.0
[DBS2003]_141,15 28 35.000,-56 22 30.000,[DBS2003]_141,DBSB_141,,,DBSB_141,,,,,5240.0,0.0,2.0,1.0,0.0,2.0,,,,26.0,0.0,2.0,,,,1.3285568234921479,0.0,1.0,6.9952000000000005,0.0,1.0
[KPS2012]_MWSC_2109,13 19 47.000,-56 21 06.000,[KPS2012]_MWSC_2109,FSR_1648,,,FSR_1648,,,,,1050.0,0.0,2.0,218.77616239495518,0.0,2.0,,,,55.5,0.0,2.0,,,,1.5499829607408393,0.0,1.0,0.9312,0.0,1.0
C_0920-560,09 21 56.640,-56 18 50.400,C_0920-560,Ruprecht_75,,,Ruprecht_75,,,Ruprecht_75,Ruprecht_75,4381.766666666666,18.969937230220786,3.0,1230.268770812381,0.0,2.0,,,,17.875,3.124374937487497,4.0,8928.3,0.0,1.0,1.311089567999227,0.4787717080943615,1.0,0.8,0.0,1.0
C_0949-560,09 51 36.000,-56 18 36.000,C_0949-560,Hogg_2,,,Hogg_2,,,,Hogg_2,1819.0,0.0,2.0,158.4893192461111,0.0,2.0,,,,13.666666666666666,1.4969103983674978,3.0,,,,2.232713550590971,0.0,1.0,2.0,0.0,1.0
Cl_VDBH_58,09 10 12.000,-56 15 42.000,Cl_VDBH_58,vdBergh-Hagen_58,,,vdBergh-Hagen_58,,,,vdBergh-Hagen_58,2398.0,0.0,2.0,1479.108388168207,0.0,2.0,,,,12.833333333333334,0.13608276348795434,3.0,,,,1.5868873169489548,0.0,1.0,2.0,0.0,1.0
[KPS2012]_MWSC_1689,09 33 56.000,-56 14 54.000,[KPS2012]_MWSC_1689,FSR_1507,,,FSR_1507,,,,,1445.0,0.0,2.0,630.9573444801944,0.0,2.0,,,,40.0,0.0,2.0,,,,3.3582964149384855,0.0,1.0,2.0,0.0,1.0
[KPS2012]_MWSC_2107,13 19 37.000,-56 10 48.000,[KPS2012]_MWSC_2107,FSR_1649,,,FSR_1649,,,,,7086.0,0.0,2.0,1412.5375446227556,0.0,2.0,,,,67.0,0.0,2.0,,,,11.51415913693195,0.0,1.0,2.4640000000000004,0.0,1.0
[KPS2012]_MWSC_1789,10 18 59.000,-56 10 12.000,[KPS2012]_MWSC_1789,FSR_1531,,,FSR_1531,,,,,2710.0,0.0,2.0,3.9810717055349696,0.0,2.0,,,,28.5,0.0,2.0,,,,1.383913357804321,0.0,1.0,3.3312,0.0,1.0
[KPS2012]_MWSC_2025,12 24 16.000,-56 09 54.000,[KPS2012]_MWSC_2025,FSR_1610,,,FSR_1610,,,,,4640.0,0.0,2.0,1995.2623149688827,0.0,2.0,,,,60.0,0.0,2.0,,,,3.136870277689794,0.0,1.0,1.6672000000000002,0.0,1.0
[KPS2012]_MWSC_2233,14 34 37.000,-56 06 54.000,[KPS2012]_MWSC_2233,FSR_1688,,,FSR_1688,,,,,1469.0,0.0,2.0,285.10182675039096,0.0,2.0,,,,36.5,0.0,2.0,,,,1.2547481110759178,0.0,1.0,2.6304000000000003,0.0,1.0
ESO_165-9,09 05 24.000,-55 56 18.000,ESO_165-9,ESO_165-09,ESO_165-09,ESO_165-09,ESO_165-09,,,,,553.0,51.5,4.0,641.3640348125126,183.47661684849118,4.0,,,,17.48293450988734,5.088037709807065,4.0,,,,0.6089218774339012,0.0,1.0,0.16000000000000003,0.0,3.0
NAME_SCHUSTER_CL,10 04 38.160,-55 51 25.200,NAME_SCHUSTER_CL,Schuster_1,,,Schuster_1,,,Schuster_1,Schuster_1,3225.7666666666664,1112.6943239356076,3.0,6.309573444801931,0.0,2.0,,,,15.666666666666666,2.3134069792952237,3.0,9274.6,0.0,1.0,0.8630970031088571,0.38334037240335916,1.0,3.4656000000000002,0.0,1.0
Cl_Loden_1,10 05 14.000,-55 48 18.000,Cl_Loden_1,Loden_1,Loden_1,Loden_1,Loden_1,,,,,573.0,106.5,4.0,589.5467656879545,394.59949202354096,4.0,,,,22.288182890504352,6.224731173884031,4.0,,,,0.9964176176191111,0.0,1.0,0.45120000000000005,0.10712435141771764,3.0
[KPS2012]_MWSC_1716,09 48 36.000,-55 47 24.000,[KPS2012]_MWSC_1716,FSR_1513,,,FSR_1513,,,,,1685.0,0.0,2.0,831.763771102671,0.0,2.0,,,,115.5,0.0,2.0,,,,2.638661468880238,0.0,1.0,1.6672000000000002,0.0,1.0
NGC_3960,11 50 34.560,-55 40 44.400,NGC_3960,NGC_3960,NGC_3960,,NGC_3960,,NGC_3960,NGC_3960,NGC_3960,2046.2,101.90622050580514,6.0,896.3302758465661,262.8711410751458,4.0,-0.15,0.13140268896284682,1.0,744.7,599.9230217286215,5.0,7679.2,0.0,1.0,2.1910312104913774,0.9201426225832632,1.0,0.7503999999999998,0.1527350647362944,2.0
NGC_5823,15 05 27.600,-55 36 28.800,NGC_5823,NGC_5823,NGC_5823,NGC_5823,NGC_5823,,NGC_5823,NGC_5823,NGC_5823,1290.357142857143,81.99369775966446,7.0,565.3552289865986,171.60910687122,5.0,-0.13,0.0,1.0,100.02376039361775,29.814444903639764,6.0,7019.0,0.0,1.0,2.2940224094503248,0.2704590278753245,1.0,0.30293333333333333,0.012193015608520711,3.0
[KPR2005]_66,11 13 28.080,-55 26 13.200,[KPR2005]_66,ASCC_66,ASCC_66,ASCC_66,ASCC_66,,,ASCC_66,,1007.3799999999999,10.020155687413247,5.0,45.097995300286755,10.778550818810768,4.0,,,,189.52781669668346,121.87274394021219,5.0,8071.9,0.0,1.0,2.386155631581003,1.5626104826873264,1.0,0.32000000000000006,0.0,3.0
C_1002-552,10 04 35.520,-55 23 09.600,C_1002-552,vdBergh-Hagen_87,,,vdBergh-Hagen_87,,,vdBergh-Hagen_87,vdBergh-Hagen_87,1862.6000000000001,156.44074490575238,3.0,19.952623149688787,0.0,2.0,,,,70.375,16.315612729836413,4.0,8223.7,0.0,1.0,1.3571529001519314,0.0636648138605046,1.0,2.3328,0.0,1.0
[SSW94]_c,10 41 25.000,-55 18 00.000,[SSW94]_c,Saurer_3,,,Saurer_3,,Saurer_3,,,7660.0,477.65049984271974,3.0,1995.2623149688827,0.0,2.0,,,,28.5,0.0,2.0,,,,10.009549749762442,6.929549749762443,1.0,2.4992,0.0,1.0
Cl_Lynga_4,15 33 22.560,-55 14 02.400,Cl_Lynga_4,Lynga_4,Lynga_4,,Lynga_4,,,Lynga_4,Lynga_4,1793.1000000000001,346.27619997144865,3.0,354.81338923357606,0.0,2.0,,,,75.6,32.47965517058332,5.0,6371.3,0.0,1.0,1.1252101319752255,0.01882491047634649,1.0,4.1632,0.0,1.0
[KPS2012]_MWSC_1818,10 31 35.000,-55 09 00.000,[KPS2012]_MWSC_1818,FSR_1536,,,FSR_1536,,,,,4569.0,0.0,2.0,1258.9254117941662,0.0,2.0,,,,39.0,0.0,2.0,,,,3.432105127354716,0.0,1.0,2.0,0.0,1.0
C_0925-549,09 27 17.040,-55 07 08.400,C_0925-549,Ruprecht_77,,,Ruprecht_77,,Ruprecht_77,Ruprecht_77,Ruprecht_77,4238.719999999999,226.78327698487823,5.0,89.12509381337459,0.0,2.0,,,,14.25,1.0680004681646913,4.0,8727.5,0.0,1.0,5.506816329687766,4.682621314097707,1.0,2.1984000000000004,0.0,1.0
NGC_4230,12 17 20.000,-55 07 12.000,NGC_4230,NGC_4230,,,NGC_4230,,,,NGC_4230,2630.0,0.0,2.0,881.0488730080147,0.0,2.0,,,,13.5,2.449489742783178,3.0,,,,3.1922268120019672,0.0,1.0,0.9984000000000001,0.0,1.0
