ID,RA[hr],Dec[deg],ID_Simbad,ID_MWSC,ID_WEBDA,ID_Piskunov,ID_Kharchenko,ID_Salaris,ID_vandenBergh,ID_Cantat-Gaudin,ID_Lynga,dist[pc],err_dist[pc],N_dist[pc],age[Myr],err_age[Myr],N_age[Myr],[Fe/H],err_[Fe/H],N_[Fe/H],mass[Msun],err_mass[Msun],N_mass[Msun],rgc[pc],err_rgc[pc],N_rgc[pc],rhm[pc],err_rhm[pc],N_rhm[pc],Av[mag],err_Av[mag],N_Av[mag]
[KPR2005]_19,05 27 55.680,-01 59 13.200,[KPR2005]_19,ASCC_19,ASCC_19,ASCC_19,ASCC_19,,,ASCC_19,,337.12,8.532966658788725,5.0,28.634284106846035,6.539024261677644,4.0,,,,142.29444311369272,47.0868784164107,6.0,8647.0,0.0,1.0,3.0475533075953636,1.1595433001297717,1.0,0.0768,0.03657904682556213,3.0
[KPS2012]_MWSC_0951,06 40 07.000,-01 44 42.000,[KPS2012]_MWSC_0951,FSR_1082,,,FSR_1082,,,,,4040.0,0.0,2.0,691.8309709189363,0.0,2.0,,,,65.0,0.0,2.0,,,,5.129705512928016,0.0,1.0,2.6656,0.0,1.0
[KPS2012]_MWSC_0830,06 17 53.000,-01 41 24.000,[KPS2012]_MWSC_0830,FSR_1056,,,FSR_1056,,,,,2589.0,0.0,2.0,1109.174815262401,0.0,2.0,,,,44.0,0.0,2.0,,,,5.591009965529456,0.0,1.0,1.3312,0.0,1.0
[KPR2005]_29,06 54 17.040,-01 40 12.000,[KPR2005]_29,ASCC_29,ASCC_29,ASCC_29,ASCC_29,,,ASCC_29,,835.8399999999999,45.40894713599953,5.0,88.12652161226632,23.11321390295947,4.0,,,,48.108108347030544,12.222714928001109,5.0,9202.7,0.0,1.0,1.545870042929749,0.3177999455800701,1.0,0.16000000000000003,0.0,3.0
[KPS2012]_MWSC_1118,07 08 06.000,-01 31 42.000,[KPS2012]_MWSC_1118,FSR_1111,,,FSR_1111,,,,,1544.0,0.0,2.0,749.8942093324558,0.0,2.0,,,,29.5,0.0,2.0,,,,0.572017521225786,0.0,1.0,0.4672,0.0,1.0
[KPS2012]_MWSC_1126,07 09 12.000,-01 30 07.200,[KPS2012]_MWSC_1126,FSR_1113,,,FSR_1113,,,FSR_1113,,5046.033333333334,619.6936883714466,3.0,199.52623149688827,0.0,2.0,,,,8.833333333333334,1.0886621079036347,3.0,11371.7,0.0,1.0,2.5744970568746917,1.8355735099950772,1.0,1.7984000000000002,0.0,1.0
Cl_Berkeley_80,18 54 21.840,-01 12 50.400,Cl_Berkeley_80,Berkeley_80,,,Berkeley_80,,,Berkeley_80,Berkeley_80,1990.3,162.72776857889585,3.0,223.87211385683378,0.0,2.0,0.0,0.0,1.0,38.5,8.368467601658024,4.0,6445.4,0.0,1.0,2.1386280104214825,1.3672858293494636,1.0,3.3312,0.0,1.0
Cl_Berkeley_79,18 45 00.000,-01 08 45.600,Cl_Berkeley_79,Berkeley_79,,,Berkeley_79,,Berkeley_79,Berkeley_79,Berkeley_79,2372.4,31.035785796399622,4.0,6.309573444801931,0.0,2.0,,,,41.25,3.470860844228705,4.0,6466.6,0.0,1.0,1.532548683151016,0.44734429067826487,1.0,3.664,0.0,1.0
Cl_Alessi_60,07 02 28.560,-01 07 12.000,Cl_Alessi_60,Alessi_60,,,Alessi_60,,,Alessi_60,,2652.3333333333335,34.56502192594041,3.0,436.51583224016656,0.0,2.0,,,,40.333333333333336,0.13608276348795434,3.0,10692.4,0.0,1.0,1.0898969599652224,0.056574986137996164,1.0,0.6656,0.0,1.0
[KPS2012]_MWSC_1316,07 42 31.000,-01 02 12.000,[KPS2012]_MWSC_1316,FSR_1145,,,FSR_1145,,,,,1292.0,0.0,2.0,79.43282347242821,0.0,2.0,,,,20.0,0.0,2.0,,,,2.1589048381747404,0.0,1.0,1.5328,0.0,1.0
[FSR2007]_0094,18 49 53.000,-01 01 18.000,[FSR2007]_0094,FSR_0094,,,FSR_0094,,,,,2069.0,0.0,2.0,1.0,0.0,2.0,,,,17.0,0.0,2.0,,,,1.9743830571341647,0.0,1.0,8.4608,0.0,1.0
Cl_Berkeley_37,07 20 18.000,-01 00 07.200,Cl_Berkeley_37,Berkeley_37,Berkeley_37,,Berkeley_37,,,Berkeley_37,Berkeley_37,4652.025,84.75781951389494,4.0,423.6215629867963,169.28895669333767,3.0,-0.38,0.0,1.0,189.5,142.5243137152395,5.0,12141.2,0.0,1.0,3.3829598145281015,1.8390065889202036,1.0,0.6256,0.1708369983346699,2.0
C_0719-008,07 21 50.160,-00 59 16.800,C_0719-008,King_23,King_23,,King_23,,,King_23,King_23,3195.05,24.693154415748484,4.0,597.1506254224961,240.13189977850908,3.0,,,,71.3,34.48060324298285,5.0,11079.7,0.0,1.0,1.8410752975579525,0.17021211578432727,1.0,0.5888,0.054305800795126834,2.0
NGC_6775,19 16 48.000,-00 55 18.000,NGC_6775,NGC_6775,,,NGC_6775,,,,,2004.0,0.0,2.0,707.9457843841373,0.0,2.0,,,,25.0,0.0,2.0,,,,1.6791482074692428,0.0,1.0,1.3984000000000005,0.0,1.0
[KPS2012]_MWSC_0960,06 42 04.000,-00 53 00.000,[KPS2012]_MWSC_0960,FSR_1077,,,FSR_1077,,,,,1298.0,0.0,2.0,860.9937521846017,0.0,2.0,,,,58.0,0.0,2.0,,,,1.0333219738272263,0.0,1.0,1.3312,0.0,1.0
Cl_Collinder_70,05 35 47.000,-00 52 48.000,Cl_Collinder_70,Collinder_70,Collinder_70,Collinder_70,Collinder_70,,Collinder_70,,Collinder_70,392.8333333333333,7.080555010679548,6.0,15.519085617526324,4.808023211667225,4.0,0.144,0.0,1.0,1200.5834294506656,598.5354926618713,6.0,,,,6.089678749122712,1.7903212508772879,1.0,0.19626666666666667,0.0557394999246661,3.0
Cl_Berkeley_24,06 37 48.480,-00 52 26.400,Cl_Berkeley_24,Berkeley_24,,,Berkeley_24,,,Berkeley_24,Berkeley_24,5482.166666666667,36.60626337825972,3.0,1621.8100973589333,0.0,2.0,,,,86.875,21.702084433298108,4.0,13211.4,0.0,1.0,3.1559211771613347,0.7559405808988795,1.0,1.8656,0.0,1.0
[KPS2012]_MWSC_1182,07 20 51.000,-00 50 36.000,[KPS2012]_MWSC_1182,FSR_1118,,,FSR_1118,,,,,2089.0,0.0,2.0,794.3282347242822,0.0,2.0,,,,28.5,0.0,2.0,,,,3.524366017875004,0.0,1.0,1.4976000000000003,0.0,1.0
[KPS2012]_MWSC_0925,06 36 05.000,-00 40 00.000,[KPS2012]_MWSC_0925,FSR_1065,,,FSR_1065,,,,,1551.0,0.0,2.0,616.5950018614809,0.0,2.0,,,,56.0,0.0,2.0,,,,1.752956919885473,0.0,1.0,1.4656000000000002,0.0,1.0
[KPS2012]_MWSC_5740,20 15 42.000,-00 37 48.000,,MWSC_5740,,,,,,,,2255.0,0.0,1.0,668.3439175686135,0.0,1.0,,,,16.0,0.0,1.0,,,,,,,,,
Patchick_90,06 44 43.440,-00 31 55.200,Patchick_90,Patchick_90,,,Patchick_90,,,Patchick_90,,6397.900000000001,26.862737512522138,3.0,891.2509381337442,0.0,2.0,,,,23.0,4.4907311951024935,3.0,14214.2,0.0,1.0,3.350868079207941,2.166333173905286,1.0,1.7984000000000002,0.0,1.0
NGC_6735,19 00 37.200,-00 29 52.800,NGC_6735,NGC_6735,,,NGC_6735,,,NGC_6735,,2224.633333333333,9.498576891459239,3.0,194.98445997580416,0.0,2.0,,,,87.16666666666667,1.0886621079036347,3.0,6585.7,0.0,1.0,3.79769998054545,1.737953450671834,1.0,2.7328000000000006,0.0,1.0
Cl_Berkeley_81,19 01 40.560,-00 27 14.400,Cl_Berkeley_81,Berkeley_81,,,Berkeley_81,,Berkeley_81,Berkeley_81,Berkeley_81,3334.075,100.20418763080714,4.0,1000.0,0.0,2.0,-0.15,0.0,1.0,56.625,8.606638063146375,4.0,5746.4,0.0,1.0,1.9663175475279584,0.43715244540804354,1.0,3.3984000000000005,0.0,1.0
[KPS2012]_MWSC_0917,06 34 36.960,-00 15 54.000,[KPS2012]_MWSC_0917,FSR_1063,,,FSR_1063,,,FSR_1063,,2143.8333333333335,91.31153430041738,3.0,724.4359600749891,0.0,2.0,,,,58.333333333333336,14.833021220187025,3.0,10431.6,0.0,1.0,1.449130302846289,0.7466788915365669,1.0,1.6,0.0,1.0
Cl_Berkeley_34,07 00 23.280,-00 14 20.400,Cl_Berkeley_34,Berkeley_34,,,Berkeley_34,,,Berkeley_34,Biurakan_13,7491.099999999999,173.17892481477077,3.0,2818.3829312644493,0.0,2.0,,,,21.625,3.981892609049119,4.0,15534.6,0.0,1.0,7.766907256944008,6.1091306773073155,1.0,1.4400000000000002,0.0,1.0
[KPS2012]_MWSC_1007,06 53 09.600,-00 11 31.200,[KPS2012]_MWSC_1007,FSR_1085,,,FSR_1085,,,FSR_1085,,1485.9666666666665,46.513088560182815,3.0,543.2503314924325,0.0,2.0,,,,40.666666666666664,2.7216552697590872,3.0,9717.0,0.0,1.0,0.8397814630373294,0.2673492232061273,1.0,0.2528,0.0,1.0
[KPR2005]_28,06 54 18.000,-00 09 00.000,[KPR2005]_28,ASCC_28,ASCC_28,ASCC_28,ASCC_28,,,,,873.0,36.5,4.0,211.2938122244184,61.41599023220665,4.0,,,,114.84704809456915,34.784769525114505,4.0,,,,3.9856704704764443,0.0,1.0,0.17280000000000004,0.010451156235874892,3.0
[KPS2012]_MWSC_4288,16 44 11.000,-00 08 06.000,[KPS2012]_MWSC_4288,MWSC_4288,,,,,,,,1994.0,0.0,1.0,1035.142166679345,0.0,1.0,,,,43.5,0.0,1.0,,,,,,,,,
[KPS2012]_MWSC_1085,07 03 58.000,-00 05 06.000,[KPS2012]_MWSC_1085,FSR_1100,,,FSR_1100,,,,,1923.0,0.0,2.0,484.1723675840999,0.0,2.0,,,,34.0,0.0,2.0,,,,4.446974923077885,0.0,1.0,0.8,0.0,1.0
[KPS2012]_MWSC_3043,19 03 53.000,-00 01 18.000,[KPS2012]_MWSC_3043,FSR_0100,,,FSR_0100,,,,,2687.0,0.0,2.0,100.0,0.0,2.0,,,,29.5,0.0,2.0,,,,3.0999659214816786,0.0,1.0,6.9952000000000005,0.0,1.0
[KPS2012]_MWSC_0984,06 47 02.000,-00 00 36.000,[KPS2012]_MWSC_0984,Dolidze_49,,,Dolidze_49,,,,,2398.0,0.0,2.0,213.79620895022325,0.0,2.0,,,,51.0,0.0,2.0,,,,1.9743830571341647,0.0,1.0,2.0,0.0,1.0
NAME_Herschel_1,07 46 41.760,00 08 13.200,NAME_Herschel_1,ASCC_41,ASCC_41,ASCC_41,ASCC_41,,,ASCC_41,,365.96,16.59160269533959,5.0,321.55933439708986,101.45955328763861,4.0,,,,33.41009999950813,8.944226383792467,5.0,8565.8,0.0,1.0,1.1531585248614102,0.5995931817396819,1.0,0.06506666666666668,0.0008709296863229101,3.0
[KPS2012]_MWSC_0986,06 47 32.000,00 01 48.000,[KPS2012]_MWSC_0986,FSR_1072,,,FSR_1072,,,,,2204.0,0.0,2.0,158.4893192461111,0.0,2.0,,,,51.0,0.0,2.0,,,,1.8267656323017034,0.0,1.0,1.8336,0.0,1.0
[KPS2012]_MWSC_2754,17 56 38.000,00 03 30.000,[KPS2012]_MWSC_2754,FSR_0080,,,FSR_0080,,,,,3260.0,0.0,2.0,3162.2776601683795,0.0,2.0,,,,46.0,0.0,2.0,,,,9.33680212065315,0.0,1.0,1.3312,0.0,1.0
C_0640+000,06 42 38.000,00 06 00.000,C_0640+000,Dolidze_23,,,Dolidze_23,,,,Dolidze_23,1195.0,0.0,2.0,446.6835921509635,0.0,2.0,,,,66.33333333333333,22.997987029464287,3.0,,,,2.7124701812964687,0.0,1.0,0.13440000000000002,0.0,1.0
Teutsch_146,18 51 27.000,00 10 30.000,Teutsch_146,Teutsch_146,,,Teutsch_146,,,,,4427.0,0.0,2.0,562.3413251903492,0.0,2.0,,,,30.5,0.0,2.0,,,,9.447515189277498,0.0,1.0,5.664000000000001,0.0,1.0
Cl_Berkeley_20,05 32 36.480,00 11 06.000,Cl_Berkeley_20,Berkeley_20,Berkeley_20,,Berkeley_20,Berkeley_20,Berkeley_20,Berkeley_20,,9600.02,1073.7777499650474,5.0,4027.7429303717845,1227.9900790972545,4.0,-0.6566666666666666,0.06599663291074444,1.0,9.875,2.5085790300486845,4.0,18885.3,1955.3623820151586,2.0,5.410628456465289,4.595534315734797,1.0,0.3856,0.0011313708498984691,2.0
[KPS2012]_MWSC_1024,06 55 53.520,00 13 55.200,[KPS2012]_MWSC_1024,SAI_72,,,SAI_72,,,SAI_72,,3391.4,124.43407893338541,3.0,305.4921113215509,0.0,2.0,,,,20.666666666666668,6.3958898839338545,3.0,11609.1,0.0,1.0,1.0442266716153386,0.08471341020434286,1.0,2.4640000000000004,0.0,1.0
C_0642+003,06 45 07.000,00 14 24.000,C_0642+003,Dolidze_25,Dolidze_25,,Dolidze_25,,Dolidze_25,,Dolidze_25,4681.6,710.3221578973867,5.0,4.7717066259517456,1.1167591701761517,4.0,,,,29.75,6.076337301368317,4.0,,,,11.058848255665906,7.276151744334095,1.0,2.2128,0.057699913344822516,2.0
C_0646+004,06 48 50.000,00 22 48.000,C_0646+004,Bochum_2,Bochum_2,,Bochum_2,,Bochum_2,,Bochum_2,3275.6,497.9410888850206,5.0,4.228155106996302,1.020792717535281,4.0,,,,10.0,3.292984968079873,4.0,,,,1.3140958847751976,0.7340958847751975,1.0,2.7280000000000006,0.048648946545634605,2.0
[KPS2012]_MWSC_5748,20 28 58.000,00 24 00.000,,MWSC_5748,,,,,,,,1388.0,0.0,1.0,530.8844442309879,0.0,1.0,,,,15.5,0.0,1.0,,,,,,,,,
NGC_2112,05 53 48.480,00 24 10.800,NGC_2112,NGC_2112,NGC_2112,,NGC_2112,,NGC_2112,NGC_2112,,951.5200000000001,42.44497991517959,5.0,1380.0204372070177,559.5938669453535,3.0,0.025,0.135,1.0,383.375,62.892610605300845,4.0,9320.8,0.0,1.0,2.4964305782241745,0.8117748797782177,1.0,2.008,0.0056568542494923844,2.0
[KPS2012]_MWSC_5022,08 16 24.000,00 27 00.000,,MWSC_5022,,,,,,,,1308.0,0.0,1.0,1479.108388168207,0.0,1.0,,,,14.5,0.0,1.0,,,,,,,,,
NGC_2301,06 51 46.320,00 27 54.000,NGC_2301,NGC_2301,NGC_2301,NGC_2301,NGC_2301,,NGC_2301,NGC_2301,NGC_2301,831.6428571428571,16.170871483878194,7.0,153.45719054087624,37.80363860792384,5.0,0.05333333333333334,0.009428090415820631,1.0,124.20468977902235,25.576427179910866,7.0,9076.2,0.0,1.0,2.0054158390496144,0.7571038784393631,1.0,0.128,0.028780240134895024,3.0
[KPS2012]_MWSC_0571,05 32 26.000,00 31 48.000,[KPS2012]_MWSC_0571,FSR_0991,,,FSR_0991,,,,,1934.0,0.0,2.0,741.3102413009162,0.0,2.0,,,,13.0,0.0,2.0,,,,1.4761742483246092,0.0,1.0,2.6656,0.0,1.0
[FSR2007]_0098,18 47 37.000,00 36 24.000,[FSR2007]_0098,FSR_0098,,,FSR_0098,,,,,5387.0,0.0,2.0,1.2589254117941662,0.0,2.0,,,,90.0,0.0,2.0,,,,5.351131650176707,0.0,1.0,6.396800000000001,0.0,1.0
[KPR2005]_22,06 14 31.000,00 39 36.000,[KPR2005]_22,ASCC_22,ASCC_22,ASCC_22,ASCC_22,,,,,1135.5,182.25,4.0,210.41261317258005,58.48409270704425,4.0,,,,91.72556636161127,57.4909817270251,4.0,,,,0.7196349460582468,0.0,1.0,0.6378666666666667,0.0017418593726458355,3.0
[KPS2012]_MWSC_1038,06 58 16.000,00 53 00.000,[KPS2012]_MWSC_1038,FSR_1080,,,FSR_1080,,,,,1753.0,0.0,2.0,234.42288153199178,0.0,2.0,,,,61.0,0.0,2.0,,,,3.3029398806263126,0.0,1.0,1.7984000000000002,0.0,1.0
[KPR2005]_18,05 26 15.000,00 54 00.000,[KPR2005]_18,ASCC_18,ASCC_18,ASCC_18,ASCC_18,,,,,406.5,46.75,4.0,12.138329569504794,1.4613941741761587,4.0,,,,164.25124999385162,99.96115261118904,4.0,,,,3.0261572090654485,0.0,1.0,0.19413333333333335,0.0017418593726458201,3.0
NGC_2324,07 04 07.920,01 02 45.600,NGC_2324,NGC_2324,NGC_2324,,NGC_2324,NGC_2324,NGC_2324,NGC_2324,NGC_2324,3789.2833333333333,194.57987565331428,6.0,459.3167265305745,107.4810798866308,5.0,-0.33499999999999996,0.18553975315279472,1.0,80.6,22.652770250015777,5.0,11834.05,384.70144430454127,2.0,4.073065105716693,1.1819303426977248,1.0,0.5856,0.1267135351886293,2.0
NGC_2189,06 12 07.000,01 03 18.000,NGC_2189,NGC_2189,,,NGC_2189,,,,,1468.0,0.0,2.0,1496.2356560944359,0.0,2.0,,,,51.0,0.0,2.0,,,,2.343426619215317,0.0,1.0,0.6656,0.0,1.0
NGC_2262,06 39 37.200,01 08 49.200,NGC_2262,NGC_2262,,,NGC_2262,,,NGC_2262,NGC_2262,2997.2333333333336,397.007854199758,3.0,988.553094656937,0.0,2.0,-0.4,0.0,1.0,65.125,19.464209944151342,4.0,11927.7,0.0,1.0,1.5924757406179249,0.06822028874726027,1.0,2.0,0.0,1.0
[KPS2012]_MWSC_1407,08 00 20.000,01 15 36.000,[KPS2012]_MWSC_1407,FSR_1147,,,FSR_1147,,,,,1508.0,0.0,2.0,524.8074602497734,0.0,2.0,,,,26.5,0.0,2.0,,,,1.4392698921164937,0.0,1.0,2.064,0.0,1.0
[KPS2012]_MWSC_4317,17 10 28.000,01 15 54.000,[KPS2012]_MWSC_4317,MWSC_4317,,,,,,,,2391.0,0.0,1.0,2660.7250597988136,0.0,1.0,,,,30.5,0.0,1.0,,,,,,,,,
C_1745+013,17 48 04.320,01 31 30.000,C_1745+013,Collinder_350,Collinder_350,Collinder_350,Collinder_350,,,Collinder_350,Collinder_350,305.88,14.017543294029801,5.0,360.42826144671096,103.81843966296385,4.0,,,,66.02542316345304,11.71512353729787,7.0,8026.7,0.0,1.0,2.71090732506231,0.20453681537879254,1.0,1.1114666666666666,0.0592232186699577,3.0
Teutsch_13,06 43 56.160,01 24 14.400,Teutsch_13,Teutsch_13,,,Teutsch_13,,,Teutsch_13,,3645.8333333333335,728.9953640049714,3.0,19.724227361148532,0.0,2.0,,,,37.666666666666664,11.703117659964075,3.0,13297.8,0.0,1.0,2.7704146862929298,0.163481632252231,1.0,2.0,0.0,1.0
[KPS2012]_MWSC_4547,20 12 13.000,01 31 30.000,[KPS2012]_MWSC_4547,MWSC_4547,,,,,,,,4298.0,0.0,1.0,1584.8931924611109,0.0,1.0,,,,25.0,0.0,1.0,,,,,,,,,
[KPS2012]_MWSC_0947,06 39 58.000,01 32 00.000,[KPS2012]_MWSC_0947,FSR_1053,,,FSR_1053,,,,,1202.0,0.0,2.0,630.9573444801944,0.0,2.0,,,,66.5,0.0,2.0,,,,0.9226089052028806,0.0,1.0,0.9984000000000001,0.0,1.0
[KPS2012]_MWSC_3054,19 09 03.000,01 32 12.000,[KPS2012]_MWSC_3054,FSR_0107,,,FSR_0107,,,,,2847.0,0.0,2.0,1258.9254117941662,0.0,2.0,,,,55.5,0.0,2.0,,,,2.8785397842329874,0.0,1.0,3.2640000000000002,0.0,1.0
[KPS2012]_MWSC_1140,07 11 37.000,01 36 18.000,[KPS2012]_MWSC_1140,FSR_1091,,,FSR_1091,,,,,1952.0,0.0,2.0,732.8245331389045,0.0,2.0,,,,45.5,0.0,2.0,,,,7.325514707310872,0.0,1.0,1.4656000000000002,0.0,1.0
Cl_Alessi_44,19 41 18.000,01 35 31.200,Cl_Alessi_44,ASCC_106,ASCC_106,ASCC_106,ASCC_106,,,Alessi_44,,541.12,26.082245302120757,5.0,199.37509939215363,55.12398901859583,4.0,,,,213.889725875276,89.09559422341925,5.0,7857.8,0.0,1.0,7.259533020078939,0.15544445001675777,1.0,1.0794666666666666,0.03309532808027045,3.0
NAME_25_Ori_Group,05 24 47.520,01 39 18.000,NAME_25_Ori_Group,ASCC_16,ASCC_16,ASCC_16,ASCC_16,,,ASCC_16,,412.56000000000006,19.02700396804499,5.0,8.86034509550594,0.6347063869259878,4.0,,,,172.1113476107778,38.82493746564991,6.0,8649.6,0.0,1.0,3.5614994990470907,2.4170062066675757,1.0,0.2144,0.06009414835628063,3.0
NAME_HR_1833_Cluster,05 28 45.000,01 38 24.000,NAME_HR_1833_Cluster,ASCC_20,ASCC_20,ASCC_20,ASCC_20,,,,,422.0,14.0,4.0,12.434302846420845,2.9236341311075646,4.0,,,,426.73952021862243,197.1634233917917,5.0,,,,,,,0.15146666666666667,0.019160453099103976,3.0
Cl_Alessi_15,06 43 04.080,01 40 19.200,Cl_Alessi_15,Alessi_15,,,Alessi_15,,,Alessi_15,,4317.333333333333,1596.5229812406803,3.0,1548.8166189124797,0.0,2.0,,,,13.5,2.041241452319315,3.0,15983.5,0.0,1.0,0.7392897457242096,0.16486698137461336,1.0,1.3312,0.0,1.0
[KPS2012]_MWSC_1375,07 53 01.000,01 43 12.000,[KPS2012]_MWSC_1375,FSR_1133,,,FSR_1133,,,,,3112.0,0.0,2.0,151.3561248436207,0.0,2.0,,,,20.5,0.0,2.0,,,,6.6427841174607405,0.0,1.0,3.3312,0.0,1.0
C_0641+016,06 44 44.000,01 44 06.000,C_0641+016,Dolidze_24,,,Dolidze_24,,,,Dolidze_24,1261.0,0.0,2.0,281.8382931264449,0.0,2.0,,,,37.0,6.940220937885671,3.0,,,,3.284487702522255,0.0,1.0,0.4672,0.0,1.0
C_0643+018,06 46 38.160,01 46 33.600,C_0643+018,Collinder_115,,,Collinder_115,,,Collinder_115,Collinder_115,2176.4,78.0570731366906,3.0,51.88000389289609,0.0,2.0,,,,59.875,14.928344474522284,4.0,10096.5,0.0,1.0,1.362522031984073,0.14467827711627046,1.0,1.6672000000000002,0.0,1.0
NAME_Saurer_A_Cluster,07 20 56.000,01 48 00.000,NAME_Saurer_A_Cluster,Saurer_1,Saurer_1,,Saurer_1,,Saurer_1,,,13152.0,357.28192649502995,4.0,2657.3311370233127,1080.829648225092,3.0,-0.38,0.0,1.0,4.333333333333333,1.3608276348795432,3.0,,,,10.143736295564798,3.178736295564798,1.0,0.2592,0.08824692629208113,2.0
[KPS2012]_MWSC_0985,06 47 10.000,01 57 54.000,[KPS2012]_MWSC_0985,FSR_1057,,,FSR_1057,,,,,2910.0,0.0,2.0,1161.4486138403413,0.0,2.0,,,,40.5,0.0,2.0,,,,5.6648186779456875,0.0,1.0,1.7984000000000002,0.0,1.0
[KPS2012]_MWSC_3119,19 25 47.000,02 00 18.000,[KPS2012]_MWSC_3119,FSR_0110,,,FSR_0110,,,,,1361.0,0.0,2.0,1678.8040181225588,0.0,2.0,,,,40.0,0.0,2.0,,,,1.1624872205556296,0.0,1.0,0.8,0.0,1.0
C_0635+020,06 38 42.480,02 04 08.400,C_0635+020,Collinder_110,Collinder_110,,Collinder_110,,Collinder_110,Collinder_110,Collinder_110,2165.66,82.85175001169257,5.0,1109.4412716250422,449.1920306532335,3.0,,,,412.7,131.7233920000544,5.0,10312.6,0.0,1.0,5.433130588957685,2.116962397492063,1.0,1.4656,0.09503515139147203,2.0
[KPR2005]_35,07 12 41.000,02 06 18.000,[KPR2005]_35,ASCC_35,ASCC_35,ASCC_35,ASCC_35,,,,,793.5,3.25,4.0,230.37747183294076,64.06948789243224,4.0,,,,138.0038188056873,94.29905053056426,4.0,,,,1.6791482074692428,0.0,1.0,0.19413333333333335,0.0017418593726458201,3.0
Cl_Alessi_16,06 43 34.000,02 10 30.000,Cl_Alessi_16,Alessi_16,,,Alessi_16,,,,,2088.0,0.0,2.0,446.6835921509635,0.0,2.0,,,,13.0,0.0,2.0,,,,0.8118958365785349,0.0,1.0,2.0,0.0,1.0
Cl_Alessi_59,06 52 18.720,02 11 45.600,Cl_Alessi_59,Alessi_59,,,Alessi_59,,,Alessi_59,,3641.9,106.8794024434393,3.0,10.0,0.0,2.0,,,,34.5,10.614455552060438,3.0,11855.1,0.0,1.0,2.270329554335318,2.0659323001182215,1.0,2.4640000000000004,0.0,1.0
[KPS2012]_MWSC_5656,05 16 39.000,02 12 36.000,,MWSC_5656,,,,,,,,1847.0,0.0,1.0,630.9573444801944,0.0,1.0,,,,17.5,0.0,1.0,,,,,,,,,
[KPS2012]_MWSC_5346,17 17 12.000,02 12 42.000,,MWSC_5346,,,,,,,,1952.0,0.0,1.0,2041.7379446695315,0.0,1.0,,,,23.5,0.0,1.0,,,,,,,,,
C_0619+023,06 21 50.000,02 22 24.000,C_0619+023,Collinder_91,,,Collinder_91,,,,Collinder_91,1467.0,0.0,2.0,436.51583224016656,0.0,2.0,,,,93.66666666666667,34.15677363547655,3.0,,,,2.380330975423432,0.0,1.0,1.6672000000000002,0.0,1.0
Cl_Berkeley_35,07 09 57.840,02 44 02.400,Cl_Berkeley_35,Berkeley_35,,,Berkeley_35,,,Berkeley_35,Berkeley_35,5101.7,73.23974330921713,3.0,1161.4486138403413,0.0,2.0,,,,31.625,7.349266545036994,4.0,13079.9,0.0,1.0,2.6885439962809174,0.8911785559062592,1.0,0.0,0.0,1.0
[FSR2007]_0101,18 49 14.000,02 46 00.000,[FSR2007]_0101,FSR_0101,,,FSR_0101,,,,,1657.0,0.0,2.0,7.943282347242822,0.0,2.0,,,,67.5,0.0,2.0,,,,1.2916524672840328,0.0,1.0,6.9952000000000005,0.0,1.0
C_0627+029,06 30 31.000,02 50 42.000,C_0627+029,Collinder_96,Collinder_96,,Collinder_96,,Collinder_96,,Collinder_96,1027.2,24.86829306566898,5.0,39.5853333027836,12.18231624574186,4.0,,,,11.125,2.2035128204755243,4.0,,,,1.495052322694045,0.18494767730595474,1.0,1.7152000000000003,0.058831284194720786,2.0
Cl_Melotte_186,18 02 23.520,03 15 36.000,Cl_Melotte_186,Collinder_359,Collinder_359,Collinder_359,Collinder_359,,Collinder_359,Collinder_359,Melotte_186,452.7142857142857,73.08806940406093,7.0,23.01437198448341,4.476881369967174,4.0,,,,2847.221263553003,1525.5248036291803,6.0,7879.6,0.0,1.0,7.139374811849112,1.4380119366347397,1.0,0.5472,0.028740679648655964,3.0
[KPS2012]_MWSC_5356,17 28 23.000,02 53 24.000,,MWSC_5356,,,,,,,,1151.0,0.0,1.0,1603.2453906900419,0.0,1.0,,,,15.5,0.0,1.0,,,,,,,,,
Cl_Berkeley_28,06 52 06.720,02 55 19.200,Cl_Berkeley_28,Berkeley_28,,,Berkeley_28,,Berkeley_28,Berkeley_28,Biurakan_10,3137.3,554.6958373739611,5.0,34.27677865464505,0.0,2.0,,,,31.75,6.634427254857799,4.0,12149.8,0.0,1.0,1.1572841383517212,0.33484467959224445,1.0,2.3328,0.0,1.0
[KPS2012]_MWSC_0873,06 28 21.000,02 56 06.000,[KPS2012]_MWSC_0873,FSR_1033,,,FSR_1033,,,,,1710.0,0.0,2.0,327.3406948788386,0.0,2.0,,,,32.5,0.0,2.0,,,,1.2547481110759178,0.0,1.0,2.3328,0.0,1.0
NGC_2319,07 00 41.000,03 02 06.000,NGC_2319,NGC_2319,NGC_2319,NGC_2319,NGC_2319,,,,,1042.5,28.75,4.0,645.96102646163,230.04963348880906,4.0,,,,59.20783616467885,23.092724420503263,4.0,,,,1.088678508139399,0.0,1.0,0.21760000000000002,0.04703020306143701,3.0
